id,car_name,brand,model,kilometers_driven,transmision,fuel,color,engine_capacity,price
230,Used Hyundai Tucson 1.6T GDI (Topline) Red Pack 2019,hyundai,2019,"40,000 KM",Automatic,Petrol,White,1600,"525,000"
231,Used Hyundai Matrix 2006,hyundai,2006,"132,000 KM",Automatic,Petrol,Red,1600,"158,000"
232,Used Hyundai Grand i10 2015,hyundai,2015,"130,000 KM",Automatic,Petrol,Silver,1400,"175,000"
233,Used Hyundai IX20 2012,hyundai,2012,"1,600 KM",Automatic,Petrol,Black,1600,"185,000"
234,Used Hyundai Verna 2015,hyundai,2015,"169,000 KM",Manual,Petrol,Gray,1600,"120,000"
235,Used Hyundai Matrix 2009,hyundai,2009,"600,000 KM",Manual,Petrol,Other,1400,"130,000"
236,Used Hyundai Tucson 1.6T GDI (Topline) Red Pack 2019,hyundai,2019,"80,000 KM",Automatic,Petrol,Black,1600,"480,000"
237,Used Hyundai Verna Automatic 2016,hyundai,2016,"200,000 KM",Automatic,Petrol,Other,1600,"135,000"
238,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
239,Used Hyundai Equus 1998,hyundai,1998,238 KM,N/A,N/A,Silver,N/A,"55,000"
240,Used Hyundai Elantra 1.6L GL A/T Highline 2020,hyundai,2020,"30,000 KM",Automatic,Petrol,Gray,1591,"310,000"
241,Used Hyundai Accent 1.4L Smart Fun 1997,hyundai,1997,"2,000,000 KM",Automatic,Petrol,Gold,1368,"50,000"
242,Used Hyundai Grand i10 2015,hyundai,2015,"175,000 KM",Automatic,Petrol,Red,1200,"160,000"
243,Used Hyundai Matrix 1.6L 2006,hyundai,2006,"200,000 KM",Manual,Petrol,Black,1600,"125,000"
244,Used Hyundai Creta 1.6L Top 2017,hyundai,2017,"30,000 KM",Automatic,Petrol,Black,1591,"290,000"
245,Used Hyundai i10 2014,hyundai,2014,"19,000 KM",Manual,Petrol,Gold,1100,"135,000"
246,Used Hyundai Elantra HD 1.6 GL A/T Highline 2008,hyundai,2008,"6,800 KM",Automatic,Petrol,Other,1591,"240,000"
247,Used Hyundai Accent 1.4L GL Hatch 2006,hyundai,2006,"200,000 KM",Automatic,Petrol,Silver,1400,"69,000"
248,Used Hyundai Matrix 1.6L 2005,hyundai,2005,"205,000 KM",Automatic,Petrol,Black,1600,"117,000"
249,Used Hyundai Tucson 2019,hyundai,2019,"100,000 KM",Automatic,Petrol,Black,1600,"360,000"
250,Used Hyundai Matrix 1.6L 2005,hyundai,2005,"205,000 KM",Automatic,Petrol,Black,1600,"118,000"
251,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
252,Used Hyundai Verna Manual 2008,hyundai,2008,"157,000 KM",Manual,Petrol,Black,1500,"70,000"
253,Used Hyundai Tucson 1.6L GLS TLe (Full Option) 2020,hyundai,2020,"15,000 KM",Automatic,Petrol,Gray,1600,"379,999"
254,Used Hyundai Verna 1.6 GLS M/T (Tinted Glass) 2007,hyundai,2007,"83,000 KM",Manual,Petrol,Silver,1599,"90,000"
255,Used Hyundai Matrix 1.6L 2011,hyundai,2011,"107,700 KM",Automatic,Petrol,Black,1600,"175,000"
256,Used Hyundai Elantra HD 1.6 GL A/T Highline 2008,hyundai,2008,"6,800 KM",Automatic,Petrol,Other,1600,"240,000"
257,Used Hyundai Verna Manual 2016,hyundai,2016,"75,000 KM",Manual,Petrol,Silver,1600,"130,000"
258,Used Hyundai Accent 1997,hyundai,1997,"1,000 KM",Manual,Petrol,Gold,1500,"45,000"
259,Used Hyundai Verna Manual 2010,hyundai,2010,"200,000 KM",Manual,Petrol,White,1600,"85,000"
260,Used Hyundai Verna 1.6 GLS M/T 2011,hyundai,2011,"102,999 KM",Manual,Petrol,Gray,1599,"107,000"
261,Used Hyundai Elantra 2010,hyundai,2010,"250,000 KM",Automatic,Petrol,Gold,1600,"145,000"
262,Used Hyundai Accent 1.4L 2000,hyundai,2000,"180,000 KM",Automatic,Petrol,Green,1400,"80,000"
263,Used Hyundai Matrix 1.6L 2005,hyundai,2005,"205,000 KM",Automatic,Petrol,Black,1600,"122,000"
264,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
265,Used Hyundai Verna Manual 2010,hyundai,2010,"65,000 KM",Manual,Petrol,Red,1600,"105,000"
266,Used Hyundai Verna Manual 2008,hyundai,2008,110 KM,Manual,Petrol,Bronze,1500,"90,000"
267,Used Hyundai Accent 2006,hyundai,2006,"265,000 KM",Manual,Petrol,Red,1300,"60,000"
268,Used Hyundai Accent 2016,hyundai,2016,"100,000 KM",N/A,Petrol,Brown,N/A,"170,000"
269,Used Hyundai Matrix 1.6L 2008,hyundai,2008,"190,000 KM",Automatic,Petrol,Other,1600,"163,000"
270,Used Hyundai Matrix 1.6L 2008,hyundai,2008,"19,000 KM",Automatic,Petrol,Silver,N/A,"163,000"
271,Used Hyundai Verna Manual 2008,hyundai,2008,"151,000 KM",Manual,Petrol,Black,1600,"90,000"
272,Used Hyundai Tucson 1.6L GDI Basic (FWD) 2019,hyundai,2019,"34,999 KM",Automatic,Petrol,Burgundy,1591,"445,000"
273,Used Hyundai Verna Manual 2007,hyundai,2007,"190,000 KM",Manual,Petrol,Black,1600,"82,980"
274,Used Hyundai Matrix 1.6L 2004,hyundai,2004,"200,000 KM",Manual,Petrol,Bronze,1600,"125,000"
275,Used Hyundai Accent 2015,hyundai,2015,"76,000 KM",Automatic,Petrol,Black,1599,"154,995"
276,Used Hyundai Coupe 2006,hyundai,2006,159 KM,Automatic,N/A,Red,2000,"125,000"
277,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
278,Used Hyundai Matrix 2006,hyundai,2006,"77,000 KM",N/A,N/A,Blue,N/A,"159,000"
279,Used Hyundai Accent 1.6L GL DAB (ABS) 2017,hyundai,2017,"73,000 KM",Automatic,Petrol,Burgundy,1600,"200,000"
280,Used Hyundai Accent 1.6L GL DAB (ABS) 2017,hyundai,2017,"73,000 KM",Automatic,Petrol,Burgundy,1600,"200,000"
281,Used Hyundai Accent 2017,hyundai,2017,"73,000 KM",Automatic,Petrol,Burgundy,1600,"200,000"
282,Used Hyundai Accent 2009,hyundai,2009,"239,000 KM",Manual,Petrol,Blue,1600,"120,000"
283,Used Hyundai Elantra Coupe 2014,hyundai,2014,"138,000 KM",Automatic,Petrol,Blue,1600,"170,000"
284,Used Hyundai Creta 2016,hyundai,2016,"85,000 KM",Automatic,N/A,White,1600,"300,000"
285,Used Hyundai Verna Manual 2009,hyundai,2009,"150,000 KM",Manual,Petrol,Bronze,1600,"90,000"
286,Used Hyundai Tucson 2016,hyundai,2016,"57,000 KM",Automatic,Petrol,White,1600,"415,000"
287,Used Hyundai Verna Manual 2009,hyundai,2009,"209,000 KM",Manual,Petrol,Black,1600,"90,000"
288,Used Hyundai Elantra 1.6L 2002,hyundai,2002,"130,000 KM",Automatic,Petrol,Silver,1600,"125,000"
289,Used Hyundai Tucson 1.6L GLS 2019,hyundai,2019,"59,000 KM",Automatic,Petrol,Red,1600,"380,000"
290,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
291,Used Hyundai Tucson 2017,hyundai,2017,"74,000 KM",Automatic,Petrol,Burgundy,16000,"412,000"
292,Used Hyundai Tucson Turbo 2016,hyundai,2016,"47,000 KM",Automatic,Petrol,White,1600,"415,000"
293,Used Hyundai Elantra 1.6L 2006,hyundai,2006,"222,222 KM",Manual,Petrol,Silver,1600,"123,456"
294,New Hyundai Elantra 1.6L GL A/T Highline 2021,hyundai,2021,"1,000 KM",Automatic,Petrol,White,1591,"117,000"
295,Used Hyundai Matrix 2007,hyundai,2007,"148,000 KM",Automatic,Petrol,Silver,1600,"145,000"
296,Used Hyundai Matrix 2007,hyundai,2007,"148,000 KM",Automatic,Petrol,Silver,N/A,"145,000"
297,Used Hyundai Matrix 2007,hyundai,2007,"148,000 KM",Automatic,Petrol,Silver,1600,"145,000"
298,Used Hyundai Accent 1.6L 2007,hyundai,2007,"246,000 KM",Manual,Petrol,Red,1600,"115,000"
299,New Hyundai Verna 1.6 GLS M/T (Tinted Glass) 2009,hyundai,2009,"88,000 KM",Manual,Petrol,Silver,1599,"110,000"
300,Used Hyundai Elantra 2006,hyundai,2006,"200,000 KM",Automatic,N/A,Other,1600,"120,000"
301,Used Hyundai Elantra Coupe 2013,hyundai,2013,110 KM,Automatic,Petrol,Bronze,N/A,"180,000"
302,Used Hyundai Matrix 1.6L 2008,hyundai,2008,"200,000 KM",Automatic,Petrol,Blue,1600,"130,000"
303,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
304,Used Hyundai Solaris 2016,hyundai,2016,"51,000 KM",Automatic,Petrol,Gray,1400,"180,000"
305,New Hyundai Elantra 1.6L GL A/T Highline 2021,hyundai,2021,"1,000 KM",Automatic,Petrol,Brown,1591,"117,000"
306,Used Hyundai Verna 2014,hyundai,2014,"85,000 KM",Manual,Petrol,Silver,1600,"120,000"
307,Used Hummer H1 Base 2005,hyundai,2005,"370,000 KM",Manual,Diesel,White,0,"90,000"
308,Used Hyundai Accent 1.6L GL 2012,hyundai,2012,"139,000 KM",Automatic,Petrol,Silver,1600,"155,000"
309,Used Hyundai Tucson 1.6L GLS SR (Full Option) Red Pack 2017,hyundai,2017,"70,000 KM",Automatic,Petrol,Gray,1600,"400,000"
310,Used Hyundai Accent 1.6L 2008,hyundai,2008,"140,000 KM",Manual,Petrol,Gray,1600,"120,000"
311,Used Hyundai Tucson 1.6L GLS SR (Full Option) 2019,hyundai,2019,"40,000 KM",Automatic,Petrol,Gold,1600,"400,000"
312,Used Hyundai Tucson 1.6L GLS TLe Plus 2021,hyundai,2021,"65,000 KM",Automatic,Petrol,Black,1600,"425,000"
313,Used Hyundai IX35 2016,hyundai,2016,"111,260 KM",Automatic,Petrol,Black,1600,"260,000"
314,New Hyundai Elantra 2021,hyundai,2021,"1,000 KM",N/A,N/A,White,1600,"117,000"
315,Used Hyundai Accent 2012,hyundai,2012,"150,000 KM",Automatic,Petrol,Blue,1600,"155,000"
316,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
317,Used Hyundai Elantra 1.6L 2013,hyundai,2013,"208,000 KM",Automatic,Petrol,Red,1600,"180,000"
318,Used Hyundai Verna 2015,hyundai,2015,"200,000 KM",Automatic,Petrol,Gray,1600,"140,000"
319,هيونداي توسان 2.4L Full Option AWD 2018 مستعملة,hyundai,2018,15 KM,Automatic,Petrol,White,N/A,"580,000"
320,Used Hyundai Matrix 1.6L 2001,hyundai,2001,"1,730,000 KM",Manual,Petrol,White,N/A,"130,000"
321,Used Hyundai Verna 1.6 GL M/T (Base) 2009,hyundai,2009,"120,000 KM",Manual,Petrol,Blue,1599,"93,000"
322,Used Hyundai Coupe 1996,hyundai,1996,"100,000 KM",Manual,Petrol,Brown,1300,"45,000"
323,Used Hyundai Accent 1996,hyundai,1996,"237,000 KM",Manual,Petrol,Silver,1500,"50,000"
324,Used Hyundai Matrix 1.6L 2006,hyundai,2006,"220,000 KM",Automatic,Petrol,Black,1600,"130,000"
325,Used Hyundai Elantra 1.6L GL A/T (Base) 2009,hyundai,2009,"270,000 KM",Automatic,Petrol,Blue,1600,"165,000"
326,Used Hyundai Elantra 2016,hyundai,2016,"300,000 KM",Automatic,Petrol,Black,1600,"230,000"
327,Used Hyundai Elantra 1.6L GL A/T (Base) 2001,hyundai,2001,"315,000 KM",Automatic,Petrol,Silver,1591,"105,000"
328,Used Hyundai Verna Manual 2016,hyundai,2016,"156,000 KM",Manual,Petrol,Gray,1600,"125,000"
329,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
330,Used Hyundai Accent 1.6L GL 2010,hyundai,2010,"75,000 KM",Manual,Petrol,Burgundy,1600,"130,000"
331,Used Hyundai Accent 1.6L GL 2010,hyundai,2010,"75,000 KM",Manual,Petrol,Blue,1600,"140,000"
332,Used Hyundai H1 12-Seater Passenger Van 2008,hyundai,2008,"200,000 KM",Manual,Petrol,White,2359,"120,000"
333,Used Hyundai Elantra HD 1.6 GL A/T Highline 2019,hyundai,2019,67 KM,Automatic,Petrol,Silver,1600,"290,000"
334,Used Hyundai Accent 1.6L GL 2017,hyundai,2017,"60,000 KM",Automatic,Petrol,Red,1591,"186,000"
335,Used Hyundai Solaris 1.4 GL Active Plus 2017,hyundai,2017,"65,000 KM",Automatic,Petrol,Brown,1400,"185,000"
336,Used Hyundai Accent 1.6L 2010,hyundai,2010,"140,000 KM",Automatic,Petrol,Other,1600,"130,000"
337,Used Hyundai Matrix 1.6L 2010,hyundai,2010,"134,000 KM",Manual,Petrol,Gray,1600,"140,000"
338,Used Hyundai Elantra 1.6L GL A/T Highline 2006,hyundai,2006,"190,000 KM",Automatic,Petrol,Black,1591,"130,000"
339,Used Hyundai Accent 1.6L High 2003,hyundai,2003,"270,000 KM",Manual,Petrol,Blue,1500,"70,000"
340,Used Hyundai Accent 1.6L (Full Option) 2006,hyundai,2006,"150,000 KM",Manual,Petrol,White,1591,"100,000"
341,Used Hyundai Elantra HD 1.6 GL A/T (Tinted Glass) 2018,hyundai,2018,"95,000 KM",Automatic,Petrol,Gray,1591,"190,000"
342,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
343,Used Hyundai IX35 2013,hyundai,2013,"45,000 KM",N/A,N/A,Gray,N/A,"290,000"
344,Used Hyundai Accent 2011,hyundai,2011,"51,000 KM",Manual,N/A,Silver,N/A,"133,000"
345,Used Hyundai Verna Manual 2007,hyundai,2007,"112,000 KM",Manual,Petrol,Black,1500,"85,000"
346,Used Hyundai Verna Manual 2007,hyundai,2007,"112,000 KM",Manual,Petrol,Black,1500,"85,000"
347,Used Hyundai Elantra 1.6L 2006,hyundai,2006,"125,000 KM",Manual,Petrol,Blue,1600,"120,000"
348,Used Hyundai Elantra 1.6L GL A/T Highline 2016,hyundai,2016,"10,000 KM",Automatic,Petrol,Black,1591,"265,000"
349,Used Hyundai Elantra 1.6L GL A/T DAB ABS 2017,hyundai,2017,"75,000 KM",Automatic,Petrol,Black,1591,"248,000"
350,Used Hyundai 45 Concept 1996,hyundai,1996,"450,000 KM",Manual,Petrol,Gray,1300,"45,000"
351,Used Hyundai Sonata 2.0L 2010,hyundai,2010,"91,000 KM",Automatic,Petrol,Gray,2000,"160,000"
352,Used Hyundai Elantra 1.6L 2006,hyundai,2006,"125,000 KM",Manual,Petrol,Blue,1600,"125,000"
353,Used Hyundai Verna Manual 2013,hyundai,2013,"32,000 KM",Manual,Petrol,Other,1600,"135,000"
354,Used Hyundai Verna 2007,hyundai,2007,"154,000 KM",Manual,Petrol,Other,1500,"79,000"
355,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
356,Used Hyundai Elantra 1.6L 2006,hyundai,2006,"125,000 KM",Manual,Petrol,Blue,1600,"124,000"
357,Used Hyundai Accent Hatchback 1.6L HL Exclusive 2015,hyundai,2015,"171,000 KM",Automatic,Petrol,Gray,1591,"190,000"
358,Used Hyundai Accent 1.6L GL 2019,hyundai,2019,"56,000 KM",Automatic,Petrol,Other,1591,"210,000"
359,Used Hyundai Verna 1.6 GLS M/T 2012,hyundai,2012,"320,000 KM",Manual,Petrol,Other,1600,"110,000"
360,Used Hyundai Verna Manual 2008,hyundai,2008,"163,000 KM",Manual,Petrol,Silver,1500,"90,000"
361,Used Hyundai Verna Automatic 2012,hyundai,2012,"5,900 KM",Automatic,Petrol,Gray,1600,"95,000"
362,Used Hyundai Elantra 1.6L 2019,hyundai,2019,"37,000 KM",Automatic,Petrol,Blue,1600,"268,000"
363,Used Hyundai Matrix 2002,hyundai,2002,105 KM,Automatic,Petrol,Gray,N/A,"125,000"
364,Used Hyundai Accent 2017,hyundai,2017,"21,500 KM",N/A,N/A,Green,N/A,"220,000"
365,Used Hyundai i10 1.1L 2014,hyundai,2014,"30,000 KM",Manual,Petrol,Other,1100,"120,000"
366,Used Hyundai i20 2011,hyundai,2011,"44,500 KM",Automatic,Petrol,Black,1400,"150,000"
367,Used Hyundai Accent 1.4L 1998,hyundai,1998,"30,000 KM",Manual,Petrol,White,1330,"60,000"
368,New Toyota Hilux 2023,hyundai,2023,0 KM,Manual,Diesel,White,2400,"99,500"
369,Used Hyundai Matrix 1.6L 2008,hyundai,2008,"200,000 KM",Manual,Petrol,Black,N/A,"120,000"
370,Used Hyundai Verna 1.6 GLS M/T (Tinted Glass) 2008,hyundai,2008,"198,000 KM",Manual,Petrol,Black,1599,"95,000"
371,Used Hyundai IX35 2.0L AWD 2015,hyundai,2015,"120,000 KM",Automatic,Petrol,Bronze,1600,"400,000"
372,Used Chevrolet HHR 2021,chevrolet,2021,"140,000 KM",Manual,Diesel,Red,N/A,"575,000"
373,Used Chevrolet Optra 1.5L Highline 2021,chevrolet,2021,"53,800 KM",Automatic,Petrol,Blue,1485,"510,000"
374,Used Chevrolet Lanos 1.5L Manual 2014,chevrolet,2014,"59,000 KM",Manual,Petrol,Silver,1500,"270,000"
375,New Toyota Hilux 2023,chevrolet,2023,0 KM,Manual,Diesel,White,2400,"99,500"
376,Used Chevrolet Optra 1.5L Highline 2018,chevrolet,2018,"194,838 KM",Automatic,Petrol,Other,1600,"430,000"
377,Used Chevrolet Cruze 1.6L Highline 2016,chevrolet,2016,"140,000 KM",Automatic,Petrol,Gray,1598,"525,000"
378,Used Chevrolet Aveo 1.6 LT Sedan 2015,chevrolet,2015,"129,000 KM",Automatic,Petrol,Black,1600,"360,000"
379,New Chevrolet Optra Optra 1.6L Automatic 2022,chevrolet,2022,85 KM,Automatic,Petrol,Silver,1600,"510,000"
380,Used Chevrolet Aveo Aveo 1.5L Manual 2011,chevrolet,2011,"220,000 KM",Manual,Petrol,Gray,1500,"230,000"
381,Used Chevrolet Optra 1.5L Highline 2020,chevrolet,2020,"47,000 KM",Automatic,Petrol,Blue,1485,"500,000"
382,Used Chevrolet Lanos 1.5L Manual 2008,chevrolet,2008,"115,000 KM",Manual,Petrol,Black,1500,"160,000"
383,Used Chevrolet Optra Optra 1.6L Automatic 2019,chevrolet,2019,"90,000 KM",Automatic,Petrol,Burgundy,1600,"480,000"
384,Used Chevrolet Equinox 1.5T LT (FWD) 2019,chevrolet,2019,"22,000 KM",Automatic,Petrol,White,1500,"1,300,000"
385,Used Chevrolet Captiva LT FWD 2010,chevrolet,2010,"212,000 KM",CVT,Petrol,Black,3200,"385,000"
386,Used Chevrolet Lanos 1.5L Manual 2008,chevrolet,2008,"180,000 KM",Manual,Petrol,Black,1600,"190,000"
387,Used Chevrolet Optra 1.5L Highline 2017,chevrolet,2017,"145,000 KM",Automatic,Petrol,Gray,1485,"360,000"
388,New Toyota Hilux 2023,chevrolet,2023,0 KM,Manual,Diesel,White,2400,"99,500"
389,Used Chevrolet Aveo Aveo 1.5L Manual 2012,chevrolet,2012,"211,000 KM",Manual,Petrol,Black,1500,"290,000"
390,Used Chevrolet Optra Optra 1.6L Automatic 2020,chevrolet,2020,"94,000 KM",Automatic,Petrol,Gray,1600,"500,000"
391,Used Chevrolet Aveo 1.5L Aveo 1.5L Manual 2012,chevrolet,2012,"350,000 KM",Manual,Petrol,Black,1500,"230,000"
392,Used Chevrolet Optra 1.5L Highline 2022,chevrolet,2022,"19,000 KM",Automatic,Petrol,Silver,1485,"580,000"
393,Used Chevrolet Dabbabah 2.5L Single Cab Base Line + AC 2015,chevrolet,2015,"170,000 KM",Manual,Diesel,White,2500,"450,000"
394,Used Chevrolet Lanos 2008,chevrolet,2008,"223,000 KM",Automatic,Petrol,Blue,1500,"210,000"
395,Used Chevrolet Optra Optra 1.6L Automatic 2013,chevrolet,2013,"128,000 KM",Automatic,Petrol,Gray,1600,"390,000"
396,Used Chevrolet Lanos 2008,chevrolet,2008,"179,000 KM",Manual,Petrol,Black,1600,"180,000"
397,Used Chevrolet Lanos 1.5L Manual 2010,chevrolet,2010,"200,000 KM",Manual,Petrol,Silver,1500,"165,000"
398,Used Chevrolet Aveo 1.5L Aveo 1.5L Automatic 2014,chevrolet,2014,"164,000 KM",Automatic,Petrol,Maroon,1500,"310,000"
399,Used Chevrolet Aveo Aveo 1.5L Manual 2009,chevrolet,2009,"200,000 KM",Manual,Petrol,Gray,1500,"250,000"
400,Used Chevrolet Optra Optra 1.6L Automatic 2009,chevrolet,2009,"200,000 KM",Automatic,Petrol,Black,1600,"265,000"
401,New Toyota Hilux 2023,chevrolet,2023,0 KM,Manual,Diesel,White,2400,"99,500"
402,Used Chevrolet Trax LTZ 2014,chevrolet,2014,"106,000 KM",Automatic,Petrol,White,1600,"520,000"
403,Used Chevrolet Optra Optra 1.6L Automatic 2022,chevrolet,2022,"33,000 KM",Automatic,Petrol,Gray,1600,"540,000"
404,Used Chevrolet Aveo 1.5L A/T 2014,chevrolet,2014,"130,000 KM",Automatic,Petrol,Silver,1498,"320,000"
405,Used Chevrolet Optra 2018,chevrolet,2018,"72,000 KM",N/A,N/A,Other,1600,"430,000"
406,New Chevrolet Captiva 1.5T Premium 2022,chevrolet,2022,0 KM,CVT,Petrol,White,1500,"1,250,000"
407,Used Chevrolet Optra Optra 1.6L Automatic 2020,chevrolet,2020,"210,000 KM",Automatic,Petrol,Blue,1600,"350,000"
408,Used Chevrolet Dabbabah 2.5L Floor 2018,chevrolet,2018,"180,000 KM",Manual,Diesel,White,2500,"450,000"
409,Used Chevrolet Lanos 1.5L Highline M/T 2014,chevrolet,2014,"180,000 KM",Manual,Petrol,Burgundy,1498,"215,000"
410,Used Chevrolet Lanos 1.5L Manual 2000,chevrolet,2000,"240,000 KM",Manual,Petrol,Black,1500,"145,000"
411,Used Chevrolet Optra 1.5L Basic 2008,chevrolet,2008,"230,000 KM",Automatic,Petrol,Black,1500,"250,000"
412,Used Chevrolet Aveo Aveo 1.5L Manual 2007,chevrolet,2007,"160,000 KM",Manual,Petrol,Turqoise,1500,"210,000"
413,Used Chevrolet Lanos 1.5L Highline M/T 2016,chevrolet,2016,"127,600 KM",Manual,Petrol,Blue,1498,"255,000"
414,New Toyota Hilux 2023,chevrolet,2023,0 KM,Manual,Diesel,White,2400,"99,500"
415,Used Chevrolet Optra Optra 1.6L Automatic 2011,chevrolet,2011,"190,000 KM",Automatic,Petrol,Burgundy,1600,"350,000"
416,Used Chevrolet Optra 2016,chevrolet,2016,"122,000 KM",Automatic,Petrol,Black,1600,"400,000"
417,Used Chevrolet Aveo 1.6L LS 2014,chevrolet,2014,"163,000 KM",Automatic,Petrol,Maroon,1500,"320,000"
418,Used Chevrolet Lanos 1.5L Manual 2011,chevrolet,2011,"180,900 KM",Manual,Petrol,Maroon,1500,"205,000"
419,Used Chevrolet Lanos 1.5L Manual 2010,chevrolet,2010,"120,000 KM",Manual,Petrol,Other,1500,"180,000"
420,Used Chevrolet Aveo 1.5L Aveo 1.5L Manual 2013,chevrolet,2013,"150,000 KM",Manual,Petrol,Red,1500,"260,000"
421,Used Chevrolet Move 2022,chevrolet,2022,"60,000 KM",Manual,Petrol,Silver,1100,"290,000"
422,Used Chevrolet Optra Optra 1.6L Manual 2011,chevrolet,2011,"124,000 KM",Manual,Petrol,Burgundy,1600,"310,000"
423,Used Chevrolet Aveo 1.5L Aveo 1.5L Manual 2010,chevrolet,2010,"340,000 KM",Manual,Petrol,Black,1500,"250,000"
424,Used Chevrolet Lanos 1.5L Manual 2016,chevrolet,2016,"79,000 KM",Manual,Petrol,Gray,1500,"250,000"
425,Used Chevrolet Captiva 2021,chevrolet,2021,"34,800 KM",CVT,Petrol,Silver,N/A,"830,000"
426,Used Chevrolet Optra Optra 1.6L Automatic 2007,chevrolet,2007,"270,000 KM",Automatic,Petrol,Black,1600,"280,000"
427,New Toyota Hilux 2023,chevrolet,2023,0 KM,Manual,Diesel,White,2400,"99,500"
428,New Chevrolet Jumbo NPR 700P 2022,chevrolet,2022,180 KM,Manual,Diesel,White,4600,"1,150,000"
429,Used Chevrolet Cruze 1.6L 2015,chevrolet,2015,"48,000 KM",Automatic,Petrol,Silver,1600,"520,000"
430,Used Chevrolet Lanos 1.5L Manual 2006,chevrolet,2006,"200,000 KM",Manual,Petrol,Silver,1500,"185,000"
431,Used Chevrolet Optra Optra 1.6L Automatic 2022,chevrolet,2022,33 KM,Automatic,Petrol,Burgundy,1600,"450,000"
432,Used Chevrolet Lanos 1.5L Manual 2010,chevrolet,2010,"529,000 KM",Manual,Petrol,White,1500,"115,000"
433,Used Chevrolet Lanos 1.5L Manual 2016,chevrolet,2016,"72,000 KM",Manual,Petrol,Red,1500,"235,000"
434,Used Chevrolet Lanos 1.5L Manual 2007,chevrolet,2007,"500,000 KM",Manual,Petrol,Silver,1500,"150,000"
435,Used Chevrolet Optra Optra 1.6L Automatic 2011,chevrolet,2011,"128,000 KM",Automatic,Petrol,Gray,1600,"295,000"
436,Used Chevrolet Optra Optra 1.6L Automatic 2007,chevrolet,2007,"167,000 KM",Automatic,Petrol,Black,1600,"250,000"
437,Used Chevrolet Lanos 1.5L Manual 2018,chevrolet,2018,"79,500 KM",Manual,Petrol,Silver,1500,"265,000"
438,Used Chevrolet Aveo 1.4L Automatic 2013,chevrolet,2013,"167,000 KM",Automatic,Petrol,Red,1500,"250,000"
439,Used Chevrolet Aveo 1.4L Automatic 2020,chevrolet,2020,"145,000 KM",Automatic,Petrol,Red,1500,"350,000"
440,New Toyota Hilux 2023,chevrolet,2023,0 KM,Manual,Diesel,White,2400,"99,500"
441,Used Chevrolet Lanos 1.5L Manual 2012,chevrolet,2012,"160,000 KM",Manual,Petrol,Silver,1500,"175,000"
442,Used Chevrolet Optra 2021,chevrolet,2021,"34,700 KM",Automatic,Petrol,Burgundy,N/A,"470,000"
443,Used Chevrolet Lanos 1.5L Manual 2004,chevrolet,2004,"132,000 KM",Manual,Petrol,Blue,1500,"150,000"
444,Used Chevrolet Lanos 1.5L Manual 2018,chevrolet,2018,"220,000 KM",Manual,Petrol,Gray,1500,"230,000"
445,Used Chevrolet Aveo 1.4L Automatic 2015,chevrolet,2015,"105,000 KM",Automatic,Petrol,Teal,1500,"295,000"
446,Used Chevrolet Optra Optra 1.6L Automatic 2009,chevrolet,2009,"117,000 KM",Automatic,Petrol,Turqoise,1600,"285,000"
447,Used Chevrolet Cruze 1.6L 2010,chevrolet,2010,"170,000 KM",Manual,Petrol,Gray,1600,"289,999"
448,Used Chevrolet Optra Optra 1.6L Automatic 2009,chevrolet,2009,"156,000 KM",Automatic,Petrol,Black,1600,"285,000"
449,Used Chevrolet Aveo 1.5L Aveo 1.5L Manual 2009,chevrolet,2009,"76,153 KM",Manual,Petrol,Red,1500,"220,000"
450,Used Chevrolet Optra Optra 1.6L Automatic 2011,chevrolet,2011,"165,000 KM",Automatic,Petrol,Gray,1600,"295,000"
451,Used Chevrolet Malibu 300 2017,chevrolet,2017,"212,000 KM",Manual,Petrol,Silver,1300,"200,000"
452,Used Chevrolet Cruze 1.6L 2010,chevrolet,2010,"130,000 KM",Manual,Petrol,Black,1600,"290,000"
453,New Toyota Hilux 2023,chevrolet,2023,0 KM,Manual,Diesel,White,2400,"99,500"
454,Used Chevrolet Lanos 1.5L Manual 2001,chevrolet,2001,"200,000 KM",Manual,Petrol,Green,1500,"98,000"
